item_idx,degree,degree_group
1971,45,medium
1972,20,medium
1973,751,high
1974,40,medium
1975,31,medium
1976,60,medium
1977,341,high
1978,36,medium
1979,44,medium
1980,424,high
1981,52,medium
1982,62,medium
1983,6,low
1984,171,medium
1985,14,medium
1986,26,medium
1987,40,medium
1988,8,low
1989,135,medium
1990,468,high
1991,710,high
1992,45,medium
1993,836,high
1994,3,low
1995,9,low
1996,325,high
1997,50,medium
1998,26,medium
1999,131,medium
2000,3,low
2001,511,high
2002,205,medium
2003,714,high
2004,215,medium
2005,5,low
2006,15,medium
2007,21,medium
2008,7,low
2009,2,low
2010,91,medium
2011,224,medium
2012,221,medium
2013,337,high
2014,45,medium
2015,28,medium
2016,77,medium
2017,2,low
2018,226,medium
2019,68,medium
2020,714,high
2021,87,medium
2022,23,medium
2023,965,high
2024,53,medium
2025,3,low
2026,23,medium
2027,52,medium
2028,515,high
2029,69,medium
2030,74,medium
2031,4,low
2032,386,high
2033,135,medium
2034,139,medium
2035,708,high
2036,53,medium
2037,42,medium
2038,7,low
2039,149,medium
2040,19,medium
2041,5,low
2042,95,medium
2043,18,medium
2044,126,medium
2045,63,medium
2046,167,medium
2047,101,medium
2048,4,low
2049,86,medium
2050,559,high
2051,610,high
2052,43,medium
2053,1166,high
2054,25,medium
2055,187,medium
2056,3,low
2057,486,high
2058,98,medium
2059,73,medium
2060,19,medium
2061,145,medium
2062,29,medium
2063,38,medium
2064,428,high
2065,66,medium
2066,1,low
2067,244,high
2068,77,medium
2069,330,high
2070,80,medium
2071,31,medium
2072,62,medium
2073,114,medium
2074,126,medium
2075,56,medium
2076,137,medium
2077,31,medium
2078,14,medium
2079,12,medium
2080,10,medium
2081,6,low
2082,244,high
2083,23,medium
2084,7,low
2085,67,medium
2086,7,low
2087,60,medium
2088,201,medium
2089,491,high
2090,23,medium
2091,371,high
2092,312,high
2093,802,high
2094,1832,high
2095,11,medium
2096,265,high
2097,49,medium
2098,9,low
2099,199,medium
2100,102,medium
2101,218,medium
2102,41,medium
2103,245,high
2104,805,high
2105,534,high
2106,29,medium
2107,155,medium
2108,105,medium
2109,81,medium
2110,31,medium
2111,182,medium
2112,170,medium
2113,4,low
2114,132,medium
2115,22,medium
2116,39,medium
2117,27,medium
2118,235,medium
2119,86,medium
2120,20,medium
2121,288,high
2122,380,high
2123,37,medium
2124,11,medium
2125,385,high
2126,120,medium
2127,44,medium
2128,54,medium
2129,186,medium
2130,56,medium
2131,273,high
2132,34,medium
2133,36,medium
2134,69,medium
2135,51,medium
2136,1,low
2137,112,medium
2138,24,medium
2139,9,low
2140,111,medium
2141,69,medium
2142,3,low
2143,15,medium
2144,12,medium
2145,95,medium
2146,26,medium
2147,1,low
2148,50,medium
2149,27,medium
2150,2,low
2151,73,medium
2152,219,medium
2153,539,high
2154,33,medium
2155,121,medium
2156,17,medium
2157,117,medium
2158,19,medium
2159,6,low
2160,6,low
2161,230,medium
2162,1,low
2163,3,low
2164,6,low
2165,223,medium
2166,98,medium
2167,207,medium
2168,439,high
2169,77,medium
2170,17,medium
2171,20,medium
2172,169,medium
2173,59,medium
2174,123,medium
2175,4,low
2176,213,medium
2177,4,low
2178,1,low
2179,21,medium
2180,13,medium
2181,12,medium
2182,129,medium
2183,1,low
2184,65,medium
2185,414,high
2186,32,medium
2187,42,medium
2188,22,medium
2189,20,medium
2190,58,medium
2191,168,medium
2192,54,medium
2193,14,medium
2194,32,medium
2195,25,medium
2196,468,high
2197,574,high
2198,9,low
2199,53,medium
2200,80,medium
2201,85,medium
2202,23,medium
2203,5,low
2204,2,low
2205,53,medium
2206,14,medium
2207,107,medium
2208,13,medium
2209,3,low
2210,4,low
2211,90,medium
2212,150,medium
2213,42,medium
2214,70,medium
2215,13,medium
2216,8,low
2217,4,low
2218,80,medium
2219,20,medium
2220,16,medium
2221,316,high
2222,317,high
2223,703,high
2224,115,medium
2225,79,medium
2226,92,medium
2227,151,medium
2228,27,medium
2229,1,low
2230,1,low
2231,3,low
2232,292,high
2233,48,medium
2234,227,medium
2235,423,high
2236,1,low
2237,2,low
2238,4,low
2239,38,medium
2240,8,low
2241,28,medium
2242,102,medium
2243,87,medium
2244,7,low
2245,106,medium
2246,56,medium
2247,8,low
2248,3,low
2249,44,medium
2250,6,low
2251,65,medium
2252,44,medium
2253,7,low
2254,272,high
2255,5,low
2256,113,medium
2257,17,medium
2258,5,low
2259,61,medium
2260,2145,high
2261,347,high
2262,21,medium
2263,43,medium
2264,102,medium
2265,9,low
2266,2,low
2267,19,medium
2268,494,high
2269,237,medium
2270,26,medium
2271,134,medium
2272,32,medium
2273,10,medium
2274,28,medium
2275,16,medium
2276,17,medium
2277,23,medium
2278,43,medium
2279,79,medium
2280,13,medium
2281,167,medium
2282,1112,high
2283,185,medium
2284,3,low
2285,299,high
2286,68,medium
2287,51,medium
2288,59,medium
2289,29,medium
2290,103,medium
2291,105,medium
2292,96,medium
2293,3,low
2294,58,medium
2295,115,medium
2296,482,high
2297,32,medium
2298,24,medium
2299,43,medium
2300,185,medium
2301,1,low
2302,78,medium
2303,24,medium
2304,22,medium
2305,8,low
2306,1110,high
2307,34,medium
2308,24,medium
2309,6,low
2310,83,medium
2311,36,medium
2312,14,medium
2313,2,low
2314,5,low
2315,10,medium
2316,67,medium
2317,649,high
2318,309,high
2319,56,medium
2320,20,medium
2321,162,medium
2322,48,medium
2323,14,medium
2324,23,medium
2325,289,high
2326,28,medium
2327,8,low
2328,34,medium
2329,22,medium
2330,12,medium
2331,85,medium
2332,3,low
2333,16,medium
2334,571,high
2335,4,low
2336,19,medium
2337,89,medium
2338,40,medium
2339,377,high
2340,17,medium
2341,434,high
2342,36,medium
2343,12,medium
2344,14,medium
2345,38,medium
2346,65,medium
2347,171,medium
2348,466,high
2349,148,medium
2350,5,low
2351,7,low
2352,5,low
2353,93,medium
2354,171,medium
2355,8,low
2356,1,low
2357,24,medium
2358,73,medium
2359,694,high
2360,1,low
2361,415,high
2362,263,high
2363,242,high
2364,19,medium
2365,243,high
2366,5,low
2367,883,high
2368,156,medium
2369,292,high
2370,2,low
2371,51,medium
2372,32,medium
2373,425,high
2374,837,high
2375,97,medium
2376,132,medium
2377,16,medium
2378,2,low
2379,871,high
2380,345,high
2381,33,medium
2382,94,medium
2383,503,high
2384,18,medium
2385,418,high
2386,81,medium
2387,31,medium
2388,2,low
2389,1523,high
2390,144,medium
2391,151,medium
2392,72,medium
2393,35,medium
2394,51,medium
2395,165,medium
2396,299,high
2397,229,medium
2398,59,medium
2399,107,medium
2400,15,medium
2401,314,high
2402,136,medium
2403,86,medium
2404,155,medium
2405,108,medium
2406,10,medium
2407,210,medium
2408,123,medium
2409,103,medium
2410,7,low
2411,40,medium
2412,304,high
2413,4,low
2414,25,medium
2415,8,low
2416,21,medium
2417,159,medium
2418,434,high
2419,150,medium
2420,10,medium
2421,31,medium
2422,177,medium
2423,16,medium
2424,48,medium
2425,31,medium
2426,1,low
2427,4,low
2428,11,medium
2429,92,medium
2430,9,low
2431,198,medium
2432,3,low
2433,505,high
2434,2083,high
2435,620,high
2436,152,medium
2437,1,low
2438,18,medium
2439,11,medium
2440,7,low
2441,26,medium
2442,389,high
2443,47,medium
2444,82,medium
2445,4,low
2446,37,medium
2447,5,low
2448,7,low
2449,1,low
2450,3,low
2451,190,medium
2452,29,medium
2453,25,medium
2454,59,medium
2455,2,low
2456,26,medium
2457,10,medium
2458,11,medium
2459,37,medium
2460,363,high
2461,48,medium
2462,11,medium
2463,1253,high
2464,175,medium
2465,72,medium
2466,112,medium
2467,372,high
2468,76,medium
2469,1038,high
2470,10,medium
2471,7,low
2472,9,low
2473,50,medium
2474,96,medium
2475,144,medium
2476,1088,high
2477,110,medium
2478,40,medium
2479,2,low
2480,59,medium
2481,6,low
2482,25,medium
2483,2,low
2484,17,medium
2485,18,medium
2486,49,medium
2487,7,low
2488,9,low
2489,1,low
2490,240,high
2491,28,medium
2492,1,low
2493,83,medium
2494,1,low
2495,9,low
2496,2,low
2497,324,high
2498,51,medium
2499,9,low
2500,45,medium
2501,8,low
2502,4,low
2503,5,low
2504,10,medium
2505,6,low
2506,66,medium
2507,11,medium
2508,7,low
2509,126,medium
2510,284,high
2511,21,medium
2512,16,medium
2513,35,medium
2514,74,medium
2515,23,medium
2516,30,medium
2517,8,low
2518,2,low
2519,17,medium
2520,106,medium
2521,6,low
2522,1,low
2523,1,low
2524,22,medium
2525,242,high
2526,2805,high
2527,201,medium
2528,50,medium
2529,151,medium
2530,20,medium
2531,349,high
2532,11,medium
2533,5,low
2534,119,medium
2535,155,medium
2536,6,low
2537,1,low
2538,109,medium
2539,523,high
2540,483,high
2541,3,low
2542,34,medium
2543,123,medium
2544,12,medium
2545,59,medium
2546,4,low
2547,78,medium
2548,39,medium
2549,320,high
2550,37,medium
2551,155,medium
2552,5,low
2553,29,medium
2554,7,low
2555,1,low
2556,29,medium
2557,150,medium
2558,696,high
2559,99,medium
2560,3,low
2561,17,medium
2562,5,low
2563,11,medium
2564,9,low
2565,20,medium
2566,63,medium
2567,40,medium
2568,134,medium
2569,19,medium
2570,6,low
2571,11,medium
2572,65,medium
2573,31,medium
2574,45,medium
2575,619,high
2576,1,low
2577,4,low
2578,286,high
2579,7,low
2581,484,high
2582,1225,high
2583,384,high
2584,1150,high
2585,276,high
2586,80,medium
2587,224,medium
2588,158,medium
2589,8,low
2590,95,medium
2591,47,medium
2592,211,medium
2593,74,medium
2594,33,medium
2595,121,medium
2596,4,low
2597,7,low
2598,80,medium
2599,5,low
2600,2,low
2601,118,medium
2602,123,medium
2603,82,medium
2604,21,medium
2605,24,medium
2606,76,medium
2607,145,medium
2608,124,medium
2609,102,medium
2610,533,high
2611,6,low
2612,176,medium
2613,668,high
2614,543,high
2615,460,high
2616,40,medium
2617,396,high
2618,123,medium
2619,49,medium
2620,1,low
2621,46,medium
2622,1059,high
2623,1,low
2624,71,medium
2625,4,low
2626,11,medium
2627,6,low
2628,7,low
2629,319,high
2630,80,medium
2631,607,high
2632,64,medium
2633,70,medium
2634,209,medium
2635,48,medium
2636,346,high
2637,3,low
2638,36,medium
2639,212,medium
2640,13,medium
2641,27,medium
2642,5,low
2643,9,low
2644,2,low
2645,61,medium
2646,5,low
2647,627,high
2648,52,medium
2649,1024,high
2650,61,medium
2651,215,medium
2652,147,medium
2653,236,medium
2654,7,low
2655,245,high
2656,5,low
2657,43,medium
2658,69,medium
2659,1727,high
2660,7,low
2661,3,low
2662,260,high
2663,22,medium
2664,4,low
2665,42,medium
2666,294,high
2667,669,high
2668,212,medium
2669,33,medium
2670,20,medium
2671,87,medium
2672,4,low
2673,20,medium
2674,12,medium
2675,67,medium
2676,149,medium
2677,13,medium
2678,133,medium
2679,305,high
2680,263,high
2681,13,medium
2682,176,medium
2683,24,medium
2684,6,low
2686,83,medium
2687,76,medium
2688,194,medium
2689,8,low
2690,119,medium
2691,420,high
2692,218,medium
2693,339,high
2694,78,medium
2695,440,high
2696,62,medium
2697,561,high
2698,131,medium
2699,3,low
2700,2,low
2701,4,low
2702,399,high
2703,40,medium
2704,45,medium
2705,8,low
2706,10,medium
2707,13,medium
2708,8,low
2709,42,medium
2710,613,high
2711,125,medium
2712,16,medium
2713,39,medium
2714,4,low
2715,2,low
2716,1,low
2717,380,high
2718,193,medium
2719,255,high
2720,29,medium
2721,12,medium
2722,1,low
2723,113,medium
2724,249,high
2725,255,high
2726,35,medium
2727,292,high
2728,213,medium
2729,636,high
2730,13,medium
2731,135,medium
2732,51,medium
2733,56,medium
2734,73,medium
2735,91,medium
2736,106,medium
2737,586,high
2738,395,high
2739,300,high
2740,1,low
2741,1,low
2742,47,medium
2743,254,high
2744,271,high
2745,209,medium
2746,150,medium
2747,120,medium
2748,14,medium
2749,117,medium
2750,65,medium
2751,399,high
2752,66,medium
2753,161,medium
2754,356,high
2755,111,medium
2756,391,high
2757,489,high
2758,155,medium
2759,19,medium
2760,525,high
2761,431,high
2762,11,medium
2763,410,high
2764,544,high
2765,20,medium
2766,15,medium
2767,136,medium
2768,31,medium
2769,112,medium
2770,1244,high
2771,44,medium
2772,2,low
2773,32,medium
2774,35,medium
2775,42,medium
2776,8,low
2777,12,medium
2778,17,medium
2779,113,medium
2780,3,low
2781,28,medium
2782,24,medium
2783,170,medium
2784,12,medium
2785,1,low
2786,22,medium
2787,26,medium
2788,137,medium
2789,142,medium
2790,2,low
2791,12,medium
2792,23,medium
2793,7,low
2794,6,low
2795,19,medium
2796,60,medium
2797,19,medium
2798,18,medium
2799,114,medium
2800,94,medium
2801,957,high
2802,520,high
2803,3,low
2804,35,medium
2805,257,high
2806,147,medium
2807,3,low
2808,164,medium
2809,126,medium
2810,194,medium
2811,27,medium
2812,288,high
2813,758,high
2814,7,low
2815,3,low
2816,190,medium
2817,1,low
2818,11,medium
2819,98,medium
2820,312,high
2821,131,medium
2822,18,medium
2823,1,low
2824,183,medium
2825,470,high
2826,1122,high
2827,714,high
2828,32,medium
2829,350,high
2830,104,medium
2831,4,low
2832,99,medium
2833,86,medium
2834,31,medium
2835,1,low
2836,180,medium
2837,214,medium
2838,1,low
2839,34,medium
2840,170,medium
2841,15,medium
2842,18,medium
2843,105,medium
2844,329,high
2845,107,medium
2846,250,high
2847,34,medium
2848,116,medium
2849,255,high
2850,312,high
2851,120,medium
2853,53,medium
2854,2,low
2855,70,medium
2856,586,high
2857,38,medium
2858,133,medium
2859,42,medium
2860,4,low
2861,2,low
2862,39,medium
2863,14,medium
2864,189,medium
2865,14,medium
2866,25,medium
2867,16,medium
2868,56,medium
2869,34,medium
2870,1,low
2871,49,medium
2872,4,low
2873,2,low
2874,22,medium
2875,1,low
2876,28,medium
2877,4,low
2878,12,medium
2879,32,medium
2880,2,low
2881,49,medium
2882,199,medium
2883,5,low
2884,334,high
2885,250,high
2886,36,medium
2887,124,medium
2888,168,medium
2889,131,medium
2890,354,high
2891,646,high
2892,112,medium
2893,666,high
2894,692,high
2895,162,medium
2896,83,medium
2897,185,medium
2898,297,high
2899,212,medium
2900,59,medium
2901,251,high
2902,179,medium
2903,251,high
2904,94,medium
2905,290,high
2906,13,medium
2907,176,medium
2908,87,medium
2909,227,medium
2910,73,medium
2911,139,medium
2912,142,medium
2913,55,medium
2914,11,medium
2915,1,low
2917,36,medium
2918,7,low
2919,7,low
2920,29,medium
2921,96,medium
2922,15,medium
2923,25,medium
2924,1,low
2925,35,medium
2926,3,low
2927,2,low
2928,1,low
2929,1,low
2930,128,medium
2931,299,high
2932,18,medium
2933,253,high
2934,275,high
2935,21,medium
2936,4,low
2937,30,medium
2938,2,low
2939,19,medium
2940,235,medium
2941,108,medium
2942,15,medium
2943,42,medium
2944,23,medium
2945,1,low
2946,1,low
2947,69,medium
2948,345,high
2949,22,medium
2950,7,low
2951,26,medium
2952,1,low
2953,51,medium
2954,22,medium
2955,48,medium
2956,78,medium
2957,207,medium
2958,20,medium
2959,70,medium
2960,4,low
2961,9,low
2962,358,high
2963,4,low
2964,1,low
2965,25,medium
2966,25,medium
2967,27,medium
2968,134,medium
2969,148,medium
2970,5,low
2971,5,low
2972,8,low
2973,1,low
2974,163,medium
2975,13,medium
2976,110,medium
2977,6,low
2978,2,low
2979,160,medium
2980,80,medium
2981,64,medium
2982,264,high
2983,408,high
2984,416,high
2985,734,high
2986,560,high
2987,736,high
2988,108,medium
2989,183,medium
2990,179,medium
2991,16,medium
2992,36,medium
2993,42,medium
2994,30,medium
2995,30,medium
2996,2,low
2997,29,medium
2999,1,low
3000,68,medium
3001,2,low
3002,1,low
3003,1,low
3004,173,medium
3005,20,medium
3006,474,high
3007,35,medium
3008,56,medium
3009,8,low
3010,2,low
3011,10,medium
3012,13,medium
3013,7,low
3014,42,medium
3015,10,medium
3016,498,high
3017,226,medium
3018,186,medium
3019,32,medium
3020,6,low
3021,6,low
3022,10,medium
3023,6,low
3024,112,medium
3025,96,medium
3026,70,medium
3027,899,high
3028,197,medium
3029,7,low
3030,79,medium
3031,1,low
3032,17,medium
3033,16,medium
3034,37,medium
3035,38,medium
3036,860,high
3037,6,low
3038,117,medium
3039,897,high
3040,96,medium
3041,23,medium
3042,527,high
3043,29,medium
3044,87,medium
3045,31,medium
3046,15,medium
3047,227,medium
3048,100,medium
3049,19,medium
3050,12,medium
3051,11,medium
3052,10,medium
3053,486,high
3054,28,medium
3055,3,low
3056,115,medium
3057,24,medium
3058,15,medium
3059,218,medium
3060,4,low
3061,3,low
3062,97,medium
3063,49,medium
3064,21,medium
3065,46,medium
3066,681,high
3067,9,low
3068,390,high
3069,242,high
3070,111,medium
3071,17,medium
3072,10,medium
3073,46,medium
3074,49,medium
3075,17,medium
3076,208,medium
3077,242,high
3078,4,low
3079,3,low
3080,118,medium
3081,210,medium
3082,376,high
3083,225,medium
3084,80,medium
3085,1052,high
3086,12,medium
3087,7,low
3088,99,medium
3089,375,high
3090,101,medium
3091,113,medium
3092,319,high
3093,90,medium
3094,965,high
3095,1,low
3096,60,medium
3097,81,medium
3098,5,low
3099,44,medium
3100,2,low
3101,228,medium
3102,4,low
3103,19,medium
3104,9,low
3105,190,medium
3106,8,low
3107,20,medium
3108,29,medium
3109,220,medium
3110,594,high
3111,39,medium
3112,141,medium
3113,44,medium
3114,74,medium
3115,498,high
3116,245,high
3117,72,medium
3118,288,high
3119,268,high
3120,25,medium
3121,512,high
3122,13,medium
3123,266,high
3124,173,medium
3125,25,medium
3126,81,medium
3127,147,medium
3128,2,low
3129,15,medium
3130,92,medium
3131,8,low
3132,138,medium
3133,2,low
3134,3,low
3135,259,high
3136,126,medium
3137,530,high
3138,754,high
3139,128,medium
3140,76,medium
3141,1,low
3142,9,low
3143,14,medium
3144,2,low
3145,158,medium
3146,277,high
3147,308,high
3148,13,medium
3149,105,medium
3150,24,medium
3151,10,medium
3152,1,low
3153,596,high
3154,36,medium
3155,306,high
3156,140,medium
3157,52,medium
3158,177,medium
3159,173,medium
3160,70,medium
3161,298,high
3162,648,high
3163,15,medium
3164,68,medium
3165,471,high
3166,179,medium
3167,26,medium
3168,20,medium
3169,8,low
3170,1,low
3171,4,low
3172,110,medium
3173,143,medium
3174,16,medium
3175,12,medium
3176,17,medium
3177,4,low
3178,64,medium
3179,3,low
3180,1,low
3181,2,low
3182,173,medium
3183,12,medium
3184,1427,high
3185,9,low
3186,9,low
3187,2,low
3188,25,medium
3189,12,medium
3190,14,medium
3191,9,low
3192,23,medium
3193,18,medium
3194,291,high
3195,2,low
3196,18,medium
3197,74,medium
3198,2,low
3199,16,medium
3200,11,medium
3201,91,medium
3202,54,medium
3203,25,medium
3204,2,low
3205,13,medium
3206,1,low
3207,69,medium
3208,18,medium
3209,121,medium
3210,1,low
3211,446,high
3212,3,low
3213,4,low
3214,6,low
3215,17,medium
3216,66,medium
3217,196,medium
3218,134,medium
3219,22,medium
3220,184,medium
3221,181,medium
3222,34,medium
3223,16,medium
3224,55,medium
3225,546,high
3226,478,high
3227,11,medium
3228,14,medium
3229,62,medium
3230,51,medium
3231,219,medium
3232,26,medium
3233,170,medium
3234,139,medium
3235,265,high
3236,3,low
3237,14,medium
3238,252,high
3239,261,high
3240,5,low
3241,3,low
3242,4,low
3243,46,medium
3244,7,low
3245,11,medium
3246,33,medium
3247,1,low
3248,1,low
3249,103,medium
3250,1,low
3251,94,medium
3252,382,high
3253,34,medium
3254,1,low
3255,4,low
3256,42,medium
3257,19,medium
3258,48,medium
3259,14,medium
3260,14,medium
3261,4,low
3262,4,low
3263,1,low
3264,239,medium
3265,7,low
3266,13,medium
3267,824,high
3268,45,medium
3269,6,low
3270,9,low
3271,180,medium
3272,103,medium
3273,33,medium
3274,59,medium
3275,51,medium
3276,32,medium
3277,240,high
3278,129,medium
3279,522,high
3280,162,medium
3281,301,high
3282,165,medium
3283,85,medium
3284,12,medium
3285,13,medium
3286,6,low
3287,8,low
3288,43,medium
3289,6,low
3290,5,low
3291,16,medium
3292,163,medium
3293,272,high
3294,436,high
3295,140,medium
3296,192,medium
3297,642,high
3298,620,high
3299,259,high
3300,55,medium
3301,209,medium
3302,87,medium
3303,80,medium
3304,12,medium
3305,12,medium
3306,15,medium
3307,141,medium
3308,51,medium
3309,24,medium
3310,16,medium
3311,8,low
3312,201,medium
3313,28,medium
3314,16,medium
3315,53,medium
3316,2,low
3317,167,medium
3318,120,medium
3319,41,medium
3320,52,medium
3321,99,medium
3322,112,medium
3323,105,medium
3324,368,high
3325,20,medium
3326,21,medium
3327,202,medium
3328,28,medium
3329,362,high
3330,28,medium
3331,36,medium
3332,37,medium
3333,27,medium
3334,293,high
3335,182,medium
3336,162,medium
3337,14,medium
3338,166,medium
3339,252,high
3340,39,medium
3341,91,medium
3342,1,low
3343,8,low
3344,907,high
3345,194,medium
3346,759,high
3347,47,medium
3348,438,high
3349,9,low
3350,4,low
3351,31,medium
3352,13,medium
3353,159,medium
3354,7,low
3355,385,high
3356,40,medium
3357,13,medium
3358,36,medium
3359,9,low
3360,8,low
3361,88,medium
3362,171,medium
3363,66,medium
3364,37,medium
3365,4,low
3366,9,low
3367,12,medium
3368,1,low
3369,2,low
3370,16,medium
3371,8,low
3372,9,low
3373,184,medium
3374,69,medium
3375,208,medium
3376,76,medium
3377,44,medium
3378,160,medium
3379,123,medium
3380,25,medium
3381,131,medium
3382,42,medium
3383,974,high
3384,58,medium
3385,32,medium
3386,8,low
3387,3,low
3388,209,medium
3389,5,low
3390,1,low
3391,166,medium
3392,41,medium
3393,5,low
3394,10,medium
3395,8,low
3396,22,medium
3397,46,medium
3398,32,medium
3399,388,high
3400,25,medium
3401,281,high
3402,147,medium
3403,29,medium
3404,163,medium
3405,25,medium
3406,7,low
3407,1,low
3408,186,medium
3409,4,low
3410,55,medium
3411,46,medium
3412,38,medium
3413,10,medium
3414,52,medium
3415,68,medium
3416,221,medium
3417,1,low
3418,7,low
3419,107,medium
3420,8,low
3421,10,medium
3422,35,medium
3423,38,medium
3424,268,high
3425,26,medium
3426,7,low
3427,12,medium
3428,20,medium
3429,60,medium
3430,6,low
3431,222,medium
3432,13,medium
3433,51,medium
3434,10,medium
3435,8,low
3436,33,medium
3437,3,low
3438,26,medium
3439,119,medium
3440,7,low
3441,13,medium
3442,24,medium
3443,19,medium
3444,27,medium
3445,59,medium
3446,6,low
3447,90,medium
3448,9,low
3449,273,high
3450,39,medium
3451,64,medium
3452,3,low
3453,5,low
3454,430,high
3455,151,medium
3456,29,medium
3457,191,medium
3458,69,medium
3459,167,medium
3460,9,low
3461,3,low
3462,14,medium
3463,4,low
3464,34,medium
3465,10,medium
3466,1,low
3467,105,medium
3468,3,low
3469,4,low
3470,13,medium
3471,15,medium
3472,1,low
3473,2,low
3474,22,medium
3475,4,low
3476,302,high
3477,10,medium
3478,9,low
3479,87,medium
3480,796,high
3481,9,low
3482,11,medium
3483,23,medium
3484,7,low
3485,25,medium
3486,2,low
3487,9,low
3488,12,medium
3489,14,medium
3490,120,medium
3491,479,high
3492,6,low
3493,13,medium
3494,35,medium
3495,59,medium
3496,301,high
3497,122,medium
3498,49,medium
3499,9,low
3500,38,medium
3501,11,medium
3502,8,low
3503,17,medium
3504,8,low
3505,83,medium
3506,72,medium
3507,187,medium
3508,104,medium
3509,107,medium
3510,99,medium
3511,3,low
3512,146,medium
3513,2,low
3514,11,medium
3515,7,low
3516,70,medium
3517,31,medium
3518,2,low
3519,4,low
3520,1,low
3521,3,low
3522,3,low
3523,40,medium
3524,1,low
3525,3,low
3526,12,medium
3527,29,medium
3528,484,high
3529,217,medium
3530,30,medium
3531,25,medium
3532,241,high
