user_idx,degree,degree_group
1971,69,medium
1972,23,medium
1973,341,high
1974,32,medium
1975,75,medium
1976,36,medium
1977,87,medium
1978,9,low
1979,650,high
1980,24,medium
1981,76,medium
1982,424,high
1983,167,high
1984,77,medium
1985,18,low
1986,24,medium
1987,343,high
1988,14,low
1989,21,low
1990,17,low
1991,25,medium
1992,11,low
1993,18,low
1994,60,medium
1995,131,medium
1996,30,medium
1997,253,high
1998,57,medium
1999,65,medium
2000,27,medium
2001,128,medium
2002,52,medium
2003,63,medium
2004,32,medium
2005,21,low
2006,25,medium
2007,123,medium
2008,39,medium
2009,127,medium
2010,168,high
2011,129,medium
2012,48,medium
2013,45,medium
2014,397,high
2015,258,high
2016,82,medium
2017,329,high
2018,16,low
2019,248,high
2020,96,medium
2021,132,medium
2022,194,high
2023,107,medium
2024,73,medium
2025,114,medium
2026,87,medium
2027,16,low
2028,104,medium
2029,429,high
2030,124,medium
2031,39,medium
2032,14,low
2033,29,medium
2034,92,medium
2035,46,medium
2036,10,low
2037,309,high
2038,68,medium
2039,25,medium
2040,309,high
2041,120,medium
2042,14,low
2043,17,low
2044,15,low
2045,45,medium
2046,163,high
2047,24,medium
2048,26,medium
2049,177,high
2050,126,medium
2051,9,low
2052,11,low
2053,157,high
2054,110,medium
2055,182,high
2056,45,medium
2057,45,medium
2058,139,medium
2059,94,medium
2060,16,low
2061,62,medium
2062,391,high
2063,172,high
2064,27,medium
2065,22,medium
2066,94,medium
2067,83,medium
2068,51,medium
2069,85,medium
2070,115,medium
2071,139,medium
2072,436,high
2073,17,low
2074,20,low
2075,44,medium
2076,312,high
2077,60,medium
2078,50,medium
2079,26,medium
2080,15,low
2081,57,medium
2082,30,medium
2083,122,medium
2084,155,high
2085,16,low
2086,31,medium
2087,296,high
2088,73,medium
2089,146,high
2090,114,medium
2091,385,high
2092,33,medium
2093,52,medium
2094,34,medium
2095,96,medium
2096,74,medium
2097,171,high
2098,17,low
2099,191,high
2100,50,medium
2101,136,medium
2102,67,medium
2103,18,low
2104,203,high
2105,153,high
2106,18,low
2107,16,low
2108,217,high
2109,97,medium
2110,10,low
2111,23,medium
2112,33,medium
2113,82,medium
2114,40,medium
2115,537,high
2116,39,medium
2117,78,medium
2118,94,medium
2119,78,medium
2120,113,medium
2121,113,medium
2122,25,medium
2123,500,high
2124,157,high
2125,22,medium
2126,66,medium
2127,11,low
2128,155,high
2129,30,medium
2130,167,high
2131,11,low
2132,6,low
2133,31,medium
2134,15,low
2135,112,medium
2136,55,medium
2137,38,medium
2138,42,medium
2139,141,medium
2140,17,low
2141,39,medium
2142,47,medium
2143,37,medium
2144,162,high
2145,50,medium
2146,53,medium
2147,187,high
2148,31,medium
2149,20,low
2150,17,low
2151,13,low
2152,224,high
2153,27,medium
2154,65,medium
2155,155,high
2156,83,medium
2157,82,medium
2158,26,medium
2159,11,low
2160,66,medium
2161,127,medium
2162,73,medium
2163,294,high
2164,175,high
2165,127,medium
2166,55,medium
2167,246,high
2168,24,medium
2169,99,medium
2170,87,medium
2171,141,medium
2172,204,high
2173,95,medium
2174,124,medium
2175,142,medium
2176,120,medium
2177,145,high
2178,58,medium
2179,127,medium
2180,464,high
2181,13,low
2182,20,low
2183,25,medium
2184,257,high
2185,140,medium
2186,86,medium
2187,129,medium
2188,17,low
2189,95,medium
2190,16,low
2191,78,medium
2192,17,low
2193,33,medium
2194,151,high
2195,25,medium
2196,43,medium
2197,37,medium
2198,50,medium
2199,25,medium
2200,52,medium
2201,37,medium
2202,387,high
2203,18,low
2204,114,medium
2205,95,medium
2206,15,low
2207,148,high
2208,9,low
2209,12,low
2210,223,high
2211,40,medium
2212,21,low
2213,63,medium
2214,77,medium
2215,17,low
2216,15,low
2217,23,medium
2218,121,medium
2219,20,low
2220,99,medium
2221,120,medium
2222,175,high
2223,31,medium
2224,172,high
2225,28,medium
2226,34,medium
2227,43,medium
2228,17,low
2229,89,medium
2230,220,high
2231,232,high
2232,92,medium
2233,12,low
2234,92,medium
2235,60,medium
2236,319,high
2237,51,medium
2238,90,medium
2239,80,medium
2240,110,medium
2241,208,high
2242,56,medium
2243,253,high
2244,15,low
2245,98,medium
2246,190,high
2247,66,medium
2248,46,medium
2249,31,medium
2250,265,high
2251,9,low
2252,21,low
2253,62,medium
2254,118,medium
2255,44,medium
2256,17,low
2257,188,high
2258,208,high
2259,13,low
2260,112,medium
2261,81,medium
2262,149,high
2263,187,high
2264,120,medium
2265,73,medium
2266,29,medium
2267,21,low
2268,10,low
2269,56,medium
2270,267,high
2271,88,medium
2272,44,medium
2273,24,medium
2274,23,medium
2275,90,medium
2276,10,low
2277,33,medium
2278,236,high
2279,68,medium
2280,54,medium
2281,138,medium
2282,27,medium
2283,33,medium
2284,25,medium
2285,24,medium
2286,21,low
2287,209,high
2288,24,medium
2289,61,medium
2290,31,medium
2291,7,low
2292,240,high
2293,51,medium
2294,20,low
2295,12,low
2296,28,medium
2297,53,medium
2298,24,medium
2299,37,medium
2300,31,medium
2301,104,medium
2302,274,high
2303,561,high
2304,32,medium
2305,42,medium
2306,129,medium
2307,55,medium
2308,88,medium
2309,71,medium
2310,14,low
2311,15,low
2312,33,medium
2313,16,low
2314,10,low
2315,106,medium
2316,48,medium
2317,18,low
2318,42,medium
2319,44,medium
2320,67,medium
2321,46,medium
2322,154,high
2323,68,medium
2324,9,low
2325,32,medium
2326,22,medium
2327,13,low
2328,15,low
2329,42,medium
2330,57,medium
2331,33,medium
2332,34,medium
2333,231,high
2334,64,medium
2335,14,low
2336,42,medium
2337,129,medium
2338,21,low
2339,344,high
2340,24,medium
2341,47,medium
2342,29,medium
2343,94,medium
2344,12,low
2345,39,medium
2346,13,low
2347,74,medium
2348,44,medium
2349,88,medium
2350,75,medium
2351,24,medium
2352,106,medium
2353,36,medium
2354,75,medium
2355,13,low
2356,20,low
2357,25,medium
2358,31,medium
2359,22,medium
2360,22,medium
2361,27,medium
2362,27,medium
2363,19,low
2364,40,medium
2365,16,low
2366,31,medium
2367,196,high
2368,25,medium
2369,60,medium
2370,46,medium
2371,59,medium
2372,14,low
2373,132,medium
2374,17,low
2375,236,high
2376,28,medium
2377,104,medium
2378,18,low
2379,197,high
2380,6,low
2381,33,medium
2382,291,high
2383,23,medium
2384,10,low
2385,38,medium
2386,37,medium
2387,17,low
2388,208,high
2389,59,medium
2390,39,medium
2391,31,medium
2392,104,medium
2393,51,medium
2394,137,medium
2395,23,medium
2396,46,medium
2397,82,medium
2398,12,low
2399,23,medium
2400,43,medium
2401,225,high
2402,88,medium
2403,63,medium
2404,38,medium
2405,69,medium
2406,119,medium
2407,45,medium
2408,96,medium
2409,65,medium
2410,177,high
2411,15,low
2412,11,low
2413,183,high
2414,19,low
2415,26,medium
2416,26,medium
2417,15,low
2418,251,high
2419,36,medium
2420,39,medium
2421,15,low
2422,55,medium
2423,62,medium
2424,30,medium
2425,27,medium
2426,78,medium
2427,59,medium
2428,86,medium
2429,21,low
2430,14,low
2431,24,medium
2432,23,medium
2433,13,low
2434,71,medium
2435,251,high
2436,22,medium
2437,115,medium
2438,25,medium
2439,9,low
2440,17,low
2441,17,low
2442,10,low
2443,56,medium
2444,123,medium
2445,293,high
2446,46,medium
2447,47,medium
2448,17,low
2449,11,low
2450,51,medium
2451,38,medium
2452,345,high
2453,138,medium
2454,48,medium
2455,132,medium
2456,176,high
2457,90,medium
2458,81,medium
2459,38,medium
2460,66,medium
2461,138,medium
2462,46,medium
2463,22,medium
2464,206,high
2465,77,medium
2466,16,low
2467,108,medium
2468,29,medium
2469,9,low
2470,13,low
2471,148,high
2472,24,medium
2473,25,medium
2474,24,medium
2475,46,medium
2476,53,medium
2477,144,high
2478,20,low
2479,26,medium
2480,97,medium
2481,17,low
2482,47,medium
2483,247,high
2484,133,medium
2485,97,medium
2486,22,medium
2487,15,low
2488,174,high
2489,10,low
2490,60,medium
2491,48,medium
2492,39,medium
2493,10,low
2494,18,low
2495,154,high
2496,107,medium
2497,68,medium
2498,22,medium
2499,86,medium
2500,55,medium
2501,12,low
2502,77,medium
2503,155,high
2504,25,medium
2505,128,medium
2506,602,high
2507,31,medium
2508,17,low
2509,34,medium
2510,22,medium
2511,20,low
2512,49,medium
2513,25,medium
2514,40,medium
2515,13,low
2516,19,low
2517,29,medium
2518,34,medium
2519,37,medium
2520,35,medium
2521,45,medium
2522,92,medium
2523,15,low
2524,28,medium
2525,178,high
2526,12,low
2527,20,low
2528,480,high
2529,10,low
2530,18,low
2531,19,low
2532,92,medium
2533,19,low
2534,43,medium
2535,14,low
2536,206,high
2537,16,low
2538,28,medium
2539,165,high
2540,116,medium
2541,15,low
2542,22,medium
2543,443,high
2544,40,medium
2545,59,medium
2546,106,medium
2547,28,medium
2548,8,low
2549,53,medium
2550,34,medium
2551,50,medium
2552,17,low
2553,27,medium
2554,90,medium
2555,26,medium
2556,40,medium
2557,30,medium
2558,132,medium
2559,30,medium
2560,46,medium
2561,116,medium
2562,7,low
2563,79,medium
2564,204,high
2565,124,medium
2566,167,high
2567,15,low
2568,17,low
2569,47,medium
2570,49,medium
2571,128,medium
2572,71,medium
2573,29,medium
2574,104,medium
2575,108,medium
2576,16,low
2577,28,medium
2578,54,medium
2579,45,medium
2580,297,high
2581,14,low
2582,278,high
2583,12,low
2584,77,medium
2585,35,medium
2586,18,low
2587,27,medium
2588,121,medium
2589,143,high
2590,29,medium
2591,247,high
2592,122,medium
2593,40,medium
2594,72,medium
2595,24,medium
2596,50,medium
2597,13,low
2598,127,medium
2599,35,medium
2600,17,low
2601,10,low
2602,29,medium
2603,48,medium
2604,138,medium
2605,42,medium
2606,44,medium
2607,153,high
2608,170,high
2609,15,low
2610,236,high
2611,11,low
2612,15,low
2613,21,low
2614,30,medium
2615,28,medium
2616,43,medium
2617,11,low
2618,75,medium
2619,73,medium
2620,98,medium
2621,25,medium
2622,38,medium
2623,248,high
2624,52,medium
2625,14,low
2626,197,high
2627,100,medium
2628,214,high
2629,28,medium
2630,75,medium
2631,19,low
2632,22,medium
2633,201,high
2634,30,medium
2635,45,medium
2636,29,medium
2637,160,high
2638,20,low
2639,14,low
2640,257,high
2641,51,medium
2642,205,high
2643,14,low
2644,140,medium
2645,16,low
2646,19,low
2647,70,medium
2648,75,medium
2649,29,medium
2650,49,medium
2651,27,medium
2652,16,low
2653,75,medium
2654,26,medium
2655,106,medium
2656,16,low
2657,19,low
2658,125,medium
2659,28,medium
2660,57,medium
2661,25,medium
2662,99,medium
2663,194,high
2664,389,high
2665,59,medium
2666,14,low
2667,105,medium
2668,71,medium
2669,134,medium
2670,7,low
2671,31,medium
2672,12,low
2673,99,medium
2674,18,low
2675,198,high
2676,20,low
2677,24,medium
2678,211,high
2679,89,medium
2680,131,medium
2681,34,medium
2682,225,high
2683,120,medium
2684,105,medium
2685,4,low
2686,16,low
2687,72,medium
2688,85,medium
2689,18,low
2690,213,high
2691,86,medium
2692,91,medium
2693,60,medium
2694,46,medium
2695,10,low
2696,26,medium
2697,30,medium
2698,74,medium
2699,147,high
2700,58,medium
2701,8,low
2702,50,medium
2703,38,medium
2704,14,low
2705,18,low
2706,11,low
2707,12,low
2708,9,low
2709,11,low
2710,7,low
2711,52,medium
2712,6,low
2713,8,low
2714,40,medium
2715,13,low
2716,12,low
2717,79,medium
2718,94,medium
2719,14,low
2720,23,medium
2721,10,low
2722,40,medium
2723,135,medium
2724,19,low
2725,76,medium
2726,36,medium
2727,29,medium
2728,20,low
2729,115,medium
2730,237,high
2731,36,medium
2732,91,medium
2733,85,medium
2734,11,low
2735,64,medium
2736,213,high
2737,95,medium
2738,9,low
2739,97,medium
2740,24,medium
2741,34,medium
2742,242,high
2743,8,low
2744,139,medium
2745,37,medium
2746,120,medium
2747,131,medium
2748,59,medium
2749,167,high
2750,85,medium
2751,175,high
2752,349,high
2753,66,medium
2754,17,low
2755,177,high
2756,91,medium
2757,20,low
2758,10,low
2759,48,medium
2760,285,high
2761,33,medium
2762,7,low
2763,301,high
2764,114,medium
2765,75,medium
2766,11,low
2767,60,medium
2768,96,medium
2769,35,medium
2770,92,medium
2771,102,medium
2772,59,medium
2773,188,high
2774,22,medium
2775,228,high
2776,447,high
2777,93,medium
2778,128,medium
2779,23,medium
2780,249,high
2781,33,medium
2782,33,medium
2783,116,medium
2784,35,medium
2785,225,high
2786,98,medium
2787,115,medium
2788,61,medium
2789,99,medium
2790,44,medium
2791,60,medium
2792,606,high
2793,100,medium
2794,51,medium
2795,77,medium
2796,17,low
2797,59,medium
2798,15,low
2799,47,medium
2800,37,medium
2801,44,medium
2802,80,medium
2803,123,medium
2804,60,medium
2805,30,medium
2806,165,high
2807,116,medium
2808,95,medium
2809,203,high
2810,43,medium
2811,69,medium
2812,7,low
2813,122,medium
2814,29,medium
2815,14,low
2816,68,medium
2817,167,high
2818,11,low
2819,259,high
2820,16,low
2821,34,medium
2822,15,low
2823,177,high
2824,158,high
2825,154,high
2826,11,low
2827,39,medium
2828,12,low
2829,37,medium
2830,29,medium
2831,113,medium
2832,26,medium
2833,17,low
2834,23,medium
2835,6,low
2836,101,medium
2837,32,medium
2838,15,low
2839,107,medium
2840,342,high
2841,51,medium
2842,11,low
2843,50,medium
2844,39,medium
2845,46,medium
2846,119,medium
2847,110,medium
2848,146,high
2849,12,low
2850,15,low
2851,106,medium
2852,49,medium
2853,179,high
2854,26,medium
2855,29,medium
2856,246,high
2857,52,medium
2858,109,medium
2859,377,high
2860,21,low
2861,61,medium
2862,69,medium
2863,21,low
2864,57,medium
2865,97,medium
2866,19,low
2867,115,medium
2868,22,medium
2869,38,medium
2870,13,low
2871,295,high
2872,128,medium
2873,64,medium
2874,27,medium
2875,118,medium
2876,23,medium
2877,402,high
2878,14,low
2879,152,high
2880,55,medium
2881,58,medium
2882,47,medium
2883,14,low
2884,149,high
2885,59,medium
2886,283,high
2887,223,high
2888,144,high
2889,74,medium
2890,20,low
2891,53,medium
2892,10,low
2893,76,medium
2894,332,high
2895,189,high
2896,68,medium
2897,74,medium
2898,325,high
2899,204,high
2900,229,high
2901,11,low
2902,113,medium
2903,32,medium
2904,77,medium
2905,23,medium
2906,309,high
2907,11,low
2908,815,high
2909,80,medium
2910,34,medium
2911,13,low
2912,236,high
2913,59,medium
2914,47,medium
2915,129,medium
2916,35,medium
2917,242,high
2918,99,medium
2919,10,low
2920,50,medium
2921,69,medium
2922,13,low
2923,32,medium
2924,15,low
2925,154,high
2926,37,medium
2927,276,high
2928,254,high
2929,9,low
2930,124,medium
2931,17,low
2932,79,medium
2933,256,high
2934,77,medium
2935,41,medium
2936,57,medium
2937,148,high
2938,94,medium
2939,15,low
2940,205,high
2941,116,medium
2942,107,medium
2943,140,medium
2944,45,medium
2945,78,medium
2946,88,medium
2947,35,medium
2948,27,medium
2949,29,medium
2950,53,medium
2951,130,medium
2952,42,medium
2953,23,medium
2954,87,medium
2955,13,low
2956,56,medium
2957,17,low
2958,54,medium
2959,22,medium
2960,29,medium
2961,149,high
2962,26,medium
2963,43,medium
2964,12,low
2965,151,high
2966,263,high
2967,120,medium
2968,107,medium
2969,39,medium
2970,22,medium
2971,83,medium
2972,26,medium
2973,101,medium
2974,87,medium
2975,77,medium
2976,6,low
2977,116,medium
2978,32,medium
2979,80,medium
2980,23,medium
2981,12,low
2982,45,medium
2983,12,low
2984,106,medium
2985,333,high
2986,30,medium
2987,23,medium
2988,68,medium
2989,186,high
2990,40,medium
2991,18,low
2992,57,medium
2993,140,medium
2994,236,high
2995,173,high
2996,127,medium
2997,30,medium
2998,36,medium
2999,47,medium
3000,228,high
3001,118,medium
3002,57,medium
3003,80,medium
3004,70,medium
3005,38,medium
3006,92,medium
3007,18,low
3008,17,low
3009,50,medium
3010,80,medium
3011,69,medium
3012,253,high
3013,95,medium
3014,21,low
3015,25,medium
3016,160,high
3017,429,high
3018,19,low
3019,132,medium
3020,6,low
3021,40,medium
3022,31,medium
3023,131,medium
3024,104,medium
3025,123,medium
3026,14,low
3027,77,medium
3028,525,high
3029,15,low
3030,360,high
3031,859,high
3032,82,medium
3033,19,low
3034,52,medium
3035,106,medium
3036,53,medium
3037,86,medium
3038,52,medium
3039,11,low
3040,55,medium
3041,46,medium
3042,6,low
3043,213,high
3044,122,medium
3045,37,medium
3046,41,medium
3047,52,medium
3048,67,medium
3049,38,medium
3050,159,high
3051,41,medium
3052,71,medium
3053,267,high
3054,159,high
3055,147,high
3056,74,medium
3057,82,medium
3058,30,medium
3059,19,low
3060,25,medium
3061,33,medium
3062,37,medium
3063,32,medium
3064,183,high
3065,63,medium
3066,503,high
3067,12,low
3068,70,medium
3069,28,medium
3070,8,low
3071,103,medium
3072,48,medium
3073,119,medium
3074,158,high
3075,11,low
3076,50,medium
3077,20,low
3078,60,medium
3079,362,high
3080,291,high
3081,174,high
3082,62,medium
3083,42,medium
3084,97,medium
3085,84,medium
3086,219,high
3087,34,medium
3088,47,medium
3089,37,medium
3090,41,medium
3091,36,medium
3092,116,medium
3093,24,medium
3094,109,medium
3095,160,high
3096,38,medium
3097,45,medium
3098,70,medium
3099,44,medium
3100,229,high
3101,15,low
3102,27,medium
3103,18,low
3104,88,medium
3105,51,medium
3106,34,medium
3107,291,high
3108,27,medium
3109,171,high
3110,54,medium
3111,103,medium
3112,25,medium
3113,52,medium
3114,13,low
3115,46,medium
3116,31,medium
3117,280,high
3118,47,medium
3119,19,low
3120,127,medium
3121,11,low
3122,87,medium
3123,12,low
3124,232,high
3125,45,medium
3126,32,medium
3127,177,high
3128,226,high
3129,34,medium
3130,33,medium
3131,16,low
3132,7,low
3133,66,medium
3134,88,medium
3135,28,medium
3136,27,medium
3137,88,medium
3138,44,medium
3139,236,high
3140,44,medium
3141,71,medium
3142,103,medium
3143,20,low
3144,67,medium
3145,41,medium
3146,103,medium
3147,59,medium
3148,20,low
3149,49,medium
3150,121,medium
3151,7,low
3152,22,medium
3153,109,medium
3154,65,medium
3155,28,medium
3156,80,medium
3157,214,high
3158,195,high
3159,17,low
3160,55,medium
3161,27,medium
3162,637,high
3163,15,low
3164,16,low
3165,25,medium
3166,153,high
3167,12,low
3168,80,medium
3169,51,medium
3170,110,medium
3171,61,medium
3172,70,medium
3173,51,medium
3174,66,medium
3175,9,low
3176,47,medium
3177,52,medium
3178,7,low
3179,143,high
3180,18,low
3181,243,high
3182,42,medium
3183,73,medium
3184,61,medium
3185,22,medium
3186,19,low
3187,14,low
3188,203,high
3189,25,medium
3190,157,high
3191,125,medium
3192,70,medium
3193,20,low
3194,107,medium
3195,121,medium
3196,65,medium
3197,77,medium
3198,51,medium
3199,92,medium
3200,326,high
3201,73,medium
3202,123,medium
3203,39,medium
3204,145,high
3205,55,medium
3206,71,medium
3207,152,high
3208,22,medium
3209,130,medium
3210,72,medium
3211,8,low
3212,90,medium
3213,27,medium
3214,18,low
3215,157,high
3216,242,high
3217,25,medium
3218,85,medium
3219,47,medium
3220,32,medium
3221,10,low
3222,37,medium
3223,790,high
3224,10,low
3225,105,medium
3226,198,high
3227,102,medium
3228,109,medium
3229,93,medium
3230,124,medium
3231,22,medium
3232,126,medium
3233,12,low
3234,28,medium
3235,4,low
3236,52,medium
3237,27,medium
3238,40,medium
3239,74,medium
3240,32,medium
3241,125,medium
3242,153,high
3243,19,low
3244,15,low
3245,115,medium
3246,17,low
3247,44,medium
3248,41,medium
3249,47,medium
3250,45,medium
3251,6,low
3252,124,medium
3253,12,low
3254,25,medium
3255,40,medium
3256,61,medium
3257,25,medium
3258,318,high
3259,151,high
3260,239,high
3261,48,medium
3262,76,medium
3263,5,low
3264,137,medium
3265,125,medium
3266,62,medium
3267,43,medium
3268,57,medium
3269,72,medium
3270,215,high
3271,577,high
3272,13,low
3273,74,medium
3274,9,low
3275,9,low
3276,110,medium
3277,27,medium
3278,16,low
3279,187,high
3280,144,high
3281,20,low
3282,141,medium
3283,31,medium
3284,319,high
3285,22,medium
3286,22,medium
3287,11,low
3288,49,medium
3289,48,medium
3290,10,low
3291,705,high
3292,16,low
3293,72,medium
3294,51,medium
3295,61,medium
3296,45,medium
3297,26,medium
3298,232,high
3299,253,high
3300,191,high
3301,37,medium
3302,21,low
3303,129,medium
3304,83,medium
3305,44,medium
3306,14,low
3307,294,high
3308,161,high
3309,48,medium
3310,258,high
3311,227,high
3312,282,high
3313,243,high
3314,141,medium
3315,29,medium
3316,77,medium
3317,60,medium
3318,49,medium
3319,252,high
3320,65,medium
3321,38,medium
3322,82,medium
3323,18,low
3324,6,low
3325,28,medium
3326,205,high
3327,152,high
3328,66,medium
3329,14,low
3330,80,medium
3331,39,medium
3332,107,medium
3333,64,medium
3334,19,low
3335,145,high
3336,50,medium
3337,26,medium
3338,62,medium
3339,86,medium
3340,101,medium
3341,19,low
3342,34,medium
3343,47,medium
3344,77,medium
3345,148,high
3346,39,medium
3347,38,medium
3348,79,medium
3349,35,medium
3350,20,low
3351,48,medium
3352,168,high
3353,6,low
3354,23,medium
3355,213,high
3356,54,medium
3357,164,high
3358,52,medium
3359,28,medium
3360,104,medium
3361,39,medium
3362,131,medium
3363,65,medium
3364,249,high
3365,16,low
3366,307,high
3367,55,medium
3368,21,low
3369,98,medium
3370,245,high
3371,26,medium
3372,14,low
3373,73,medium
3374,16,low
3375,8,low
3376,130,medium
3377,140,medium
3378,22,medium
3379,250,high
3380,13,low
3381,25,medium
3382,29,medium
3383,67,medium
3384,11,low
3385,90,medium
3386,61,medium
3387,10,low
3388,146,high
3389,179,high
3390,753,high
3391,13,low
3392,144,high
3393,232,high
3394,34,medium
3395,13,low
3396,20,low
3397,27,medium
3398,82,medium
3399,165,high
3400,303,high
3401,224,high
3402,164,high
3403,14,low
3404,30,medium
3405,25,medium
3406,7,low
3407,74,medium
3408,32,medium
3409,324,high
3410,106,medium
3411,243,high
3412,100,medium
3413,236,high
3414,134,medium
3415,269,high
3416,64,medium
3417,129,medium
3418,92,medium
3419,189,high
3420,19,low
3421,105,medium
3422,230,high
3423,59,medium
3424,275,high
3425,82,medium
3426,24,medium
3427,134,medium
3428,20,low
3429,212,high
3430,41,medium
3431,39,medium
3432,37,medium
3433,100,medium
3434,82,medium
3435,130,medium
3436,46,medium
3437,40,medium
3438,65,medium
3439,21,low
3440,110,medium
3441,87,medium
3442,14,low
3443,45,medium
3444,101,medium
3445,31,medium
3446,55,medium
3447,15,low
3448,53,medium
3449,107,medium
3450,42,medium
3451,76,medium
3452,124,medium
3453,174,high
3454,16,low
3455,42,medium
3456,78,medium
3457,115,medium
3458,16,low
3459,65,medium
3460,34,medium
3461,254,high
3462,23,medium
3463,215,high
3464,39,medium
3465,30,medium
3466,41,medium
3467,49,medium
3468,318,high
3469,47,medium
3470,246,high
3471,33,medium
3472,113,medium
3473,176,high
3474,235,high
3475,258,high
3476,101,medium
3477,32,medium
3478,47,medium
3479,29,medium
3480,104,medium
3481,53,medium
3482,445,high
3483,73,medium
3484,35,medium
3485,72,medium
3486,163,high
3487,3,low
3488,34,medium
3489,174,high
3490,506,high
3491,44,medium
3492,82,medium
3493,20,low
3494,7,low
3495,14,low
3496,75,medium
3497,74,medium
3498,258,high
3499,34,medium
3500,167,high
3501,29,medium
3502,366,high
3503,123,medium
3504,59,medium
3505,54,medium
3506,450,high
3507,18,low
3508,141,medium
3509,38,medium
3510,148,high
3511,234,high
3512,163,high
3513,52,medium
3514,57,medium
3515,75,medium
3516,85,medium
3517,329,high
3518,197,high
3519,184,high
3520,249,high
3521,42,medium
3522,23,medium
3523,82,medium
3524,47,medium
3525,323,high
3526,24,medium
3527,21,low
3528,50,medium
3529,10,low
3530,64,medium
3531,80,medium
3532,51,medium
3533,45,medium
3534,20,low
3535,109,medium
3536,17,low
3537,107,medium
3538,817,high
3539,165,high
3540,26,medium
3541,7,low
3542,55,medium
3543,21,low
3544,15,low
3545,184,high
3546,195,high
3547,4,low
3548,25,medium
3549,184,high
3550,60,medium
3551,6,low
3552,35,medium
3553,17,low
3554,42,medium
3555,79,medium
3556,276,high
3557,242,high
3558,64,medium
3559,123,medium
3560,198,high
3561,316,high
3562,142,medium
3563,57,medium
3564,50,medium
3565,20,low
3566,47,medium
3567,67,medium
3568,139,medium
3569,6,low
3570,55,medium
3571,83,medium
3572,13,low
3573,103,medium
3574,16,low
3575,189,high
3576,44,medium
3577,132,medium
3578,99,medium
3579,54,medium
3580,12,low
3581,55,medium
3582,20,low
3583,25,medium
3584,158,high
3585,89,medium
3586,37,medium
3587,163,high
3588,206,high
3589,380,high
3590,125,medium
3591,316,high
3592,28,medium
3593,72,medium
3594,22,medium
3595,120,medium
3596,57,medium
3597,86,medium
3598,252,high
3599,129,medium
3600,52,medium
3601,85,medium
3602,24,medium
3603,82,medium
3604,25,medium
3605,138,medium
3606,60,medium
3607,51,medium
3608,189,high
3609,147,high
3610,137,medium
3611,43,medium
3612,67,medium
3613,100,medium
3614,12,low
3615,30,medium
3616,199,high
3617,63,medium
3618,135,medium
3619,160,high
3620,104,medium
3621,12,low
3622,271,high
3623,90,medium
3624,468,high
3625,18,low
3626,16,low
3627,45,medium
3628,80,medium
3629,31,medium
3630,13,low
3631,12,low
3632,7,low
3633,129,medium
3634,12,low
3635,22,medium
3636,58,medium
3637,19,low
3638,55,medium
3639,294,high
3640,3,low
3641,100,medium
3642,27,medium
3643,48,medium
3644,66,medium
3645,21,low
3646,220,high
3647,41,medium
3648,443,high
3649,187,high
3650,152,high
3651,88,medium
3652,134,medium
3653,17,low
3654,20,low
3655,26,medium
3656,190,high
3657,76,medium
3658,37,medium
3659,88,medium
3660,41,medium
3661,45,medium
3662,43,medium
3663,146,high
3664,31,medium
3665,35,medium
3666,29,medium
3667,178,high
3668,37,medium
3669,84,medium
3670,106,medium
3671,145,high
3672,57,medium
3673,443,high
3674,56,medium
3675,91,medium
3676,56,medium
3677,259,high
3678,36,medium
3679,438,high
3680,80,medium
3681,241,high
3682,114,medium
3683,232,high
3684,62,medium
3685,85,medium
3686,270,high
3687,48,medium
3688,98,medium
3689,186,high
3690,51,medium
3691,300,high
3692,37,medium
3693,236,high
3694,110,medium
3695,93,medium
3696,46,medium
3697,55,medium
3698,48,medium
3699,48,medium
3700,28,medium
3701,26,medium
3702,183,high
3703,533,high
3704,59,medium
3705,32,medium
3706,23,medium
3707,153,high
3708,46,medium
3709,66,medium
3710,70,medium
3711,262,high
3712,20,low
3713,201,high
3714,251,high
3715,202,high
3716,147,high
3717,19,low
3718,108,medium
3719,77,medium
3720,20,low
3721,29,medium
3722,294,high
3723,14,low
3724,158,high
3725,193,high
3726,40,medium
3727,275,high
3728,18,low
3729,36,medium
3730,109,medium
3731,80,medium
3732,18,low
3733,175,high
3734,61,medium
3735,125,medium
3736,26,medium
3737,9,low
3738,37,medium
3739,78,medium
3740,74,medium
3741,16,low
3742,25,medium
3743,88,medium
3744,222,high
3745,52,medium
3746,19,low
3747,68,medium
3748,16,low
3749,190,high
3750,94,medium
3751,25,medium
3752,195,high
3753,61,medium
3754,283,high
3755,159,high
3756,16,low
3757,76,medium
3758,200,high
3759,144,high
3760,98,medium
3761,95,medium
3762,17,low
3763,17,low
3764,29,medium
3765,18,low
3766,335,high
3767,352,high
3768,195,high
3769,114,medium
3770,26,medium
3771,167,high
3772,40,medium
3773,55,medium
3774,29,medium
3775,59,medium
3776,169,high
3777,30,medium
3778,235,high
3779,57,medium
3780,53,medium
3781,15,low
3782,25,medium
3783,13,low
3784,47,medium
3785,12,low
3786,12,low
3787,127,medium
3788,102,medium
3789,55,medium
3790,441,high
3791,39,medium
3792,15,low
3793,19,low
3794,155,high
3795,14,low
3796,15,low
3797,92,medium
3798,30,medium
3799,82,medium
3800,7,low
3801,13,low
3802,112,medium
3803,22,medium
3804,47,medium
3805,237,high
3806,416,high
3807,42,medium
3808,60,medium
3809,64,medium
